Number		Start (hex)	End (hex)	vStart (hex)	vEnd (hex)	Object	Size(kb)	Name
0257 (0x0101)	00D56F00	00D583E0	8099D8D0	8099EDB0	0001	5.2187		ovl_Eff_Dust
0258 (0x0102)	00C796C0	00C799E0	808AA9C0	808AACE0	00F9	0.7812		ovl_Bg_Spot01_Fusya
0259 (0x0103)	00C799E0	00C7A7E0	808AACE0	808ABAE0	00F9	3.5000		ovl_Bg_Spot01_Idohashira
0260 (0x0104)	00C7A7E0	00C7AB80	808ABAE0	808ABE80	00F9	0.9062		ovl_Bg_Spot01_Idomizu
0261 (0x0105)	00C76DB0	00C777E0	808A80B0	808A8AE0	00A4	2.5468		ovl_Bg_Po_Syokudai
0262 (0x0106)	00C44680	00C46EC0	80875920	80878160	00E1	10.062		ovl_Bg_Ganon_Otyuka
0263 (0x0107)	00C82660	00C83550	808B3960	808B4850	00F0	3.7343		ovl_Bg_Spot15_Rrbox
0264 (0x0108)	00C8C8E0	00C8CA60	808BDBE0	808BDD60	0100	0.3750		ovl_Bg_Umajump
0265 (0x0109)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0266 (0x010A)	00C34AE0	00C36AA0	80865D10	80867CD0	0001	7.9375		ovl_Arrow_Fire
0267 (0x010B)	00C36AA0	00C38A80	80867CD0	80869CB0	0001	7.9687		ovl_Arrow_Ice
0268 (0x010C)	00C38A80	00C3AA70	80869CB0	8086BCA0	0001	7.9843		ovl_Arrow_Light
0269 (0x010D)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0270 (0x010E)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0271 (0x010F)	00F34210	00F34C00	80B855F0	80B85FE0	0001	2.4843		ovl_Item_Etcetera
0272 (0x0110)	00F438C0	00F445F0	80B94CA0	80B959D0	0003	3.2968		ovl_Obj_Kibako
0273 (0x0111)	00F4F970	00F50A00	80BA0D60	80BA1DF0	0001	4.1406		ovl_Obj_Tsubo
0274 (0x0112)	00EEDE90	00EEEE40	80B38060	80B390F0	0001	3.9218		ovl_En_Wonder_Item
0275 (0x0113)	00E2AEF0	00E2FB80	80A74310	80A78FB0	0106	19.140		ovl_En_Ik
0276 (0x0114)	00D3C990	00D3E270	80983300	80984BE0	0106	6.2187		ovl_Demo_Ik
0277 (0x0115)	00EB41D0	00EB7DC0	80AFE2B0	80B01EB0	010A	14.984		ovl_En_Skj
0278 (0x0116)	00EB7DC0	00EB8180	80B01EB0	80B02270	010A	0.9375		ovl_En_Skjneedle
0279 (0x0117)	00DD8AA0	00DDA940	80A21EC0	80A23D60	0001	7.6562		ovl_En_G_Switch
0280 (0x0118)	00D30A20	00D314D0	80977390	80977E40	005A	2.6718		ovl_Demo_Ext
0281 (0x0119)	00D4A870	00D4CD00	80991230	809936C0	0001	9.1406		ovl_Demo_Shd
0282 (0x011A)	00DA5F40	00DA74D0	809EF350	809F08E0	0168	5.3906		ovl_En_Dns
0283 (0x011B)	00D66150	00D66D30	809ACB20	809AD700	0001	2.9687		ovl_Elf_Msg
0284 (0x011C)	00E10810	00E11ED0	80A59C30	80A5B2F0	0003	5.6875		ovl_En_Honotrap
0285 (0x011D)	00EDB740	00EDC500	80B258F0	80B266B0	0003	3.4375		ovl_En_Tubo_Trap
0286 (0x011E)	00F42E80	00F438C0	80B94260	80B94CA0	0001	2.5625		ovl_Obj_Ice_Poly
0287 (0x011F)	00C7C7E0	00C7D170	808ADAE0	808AE470	0112	2.3906		ovl_Bg_Spot03_Taki
0288 (0x0120)	00C7E930	00C7EFD0	808AFC30	808B02D0	0113	1.6562		ovl_Bg_Spot07_Taki
0289 (0x0121)	00DD69A0	00DD8AA0	80A1FDC0	80A21EC0	0114	8.2500		ovl_En_Fz
0290 (0x0122)	00E8D720	00E8EF70	80AD7740	80AD8F90	0089	6.0781		ovl_En_Po_Relay
0291 (0x0123)	00C77B50	00C782E0	808A8E50	808A95E0	006C	1.8906		ovl_Bg_Relay_Objects
0292 (0x0124)	00DA4460	00DA5F40	809ED870	809EF350	00FE	6.7187		ovl_En_Diving_Game
0293 (0x0125)	00E51010	00E525C0	80A9AFA0	80A9C550	0001	5.4218		ovl_En_Kusa
0294 (0x0126)	00F3D6A0	00F40080	80B8EA80	80B91460	011E	10.468		ovl_Obj_Bean
0295 (0x0127)	00F40210	00F40780	80B915F0	80B91B60	0163	1.3593		ovl_Obj_Bombiwa
0296 (0x0128)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0297 (0x0129)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0298 (0x012A)	00F4BE30	00F4DED0	80B9D210	80B9F2B0	0003	8.1562		ovl_Obj_Switch
0299 (0x012B)	00F41720	00F41BB0	80B92B00	80B92F90	011B	1.1406		ovl_Obj_Elevator
0300 (0x012C)	00F44CF0	00F457C0	80B960D0	80B96BA0	011D	2.7031		ovl_Obj_Lift
0301 (0x012D)	00F42780	00F42E80	80B93B60	80B94260	011C	1.7500		ovl_Obj_Hsblock
0302 (0x012E)	00E74D90	00E766D0	80ABED20	80AC0660	0001	6.3125		ovl_En_Okarina_Tag
0303 (0x012F)	00EF8AD0	00EF96D0	80B42DC0	80B439C0	0001	3.0000		ovl_En_Yabusame_Mark
0304 (0x0130)	00E02880	00E04F00	80A4BCA0	80A4E320	011F	9.6250		ovl_En_Goroiwa
0305 (0x0131)	00DC1000	00DC22B0	80A0A410	80A0B6C0	0001	4.6718		ovl_En_Ex_Ruppy
0306 (0x0132)	00ED5FC0	00ED6C30	80B20170	80B20DE0	0121	3.1093		ovl_En_Toryo
0307 (0x0133)	00D99720	00D9AF10	809E2B30	809E4320	0122	5.9843		ovl_En_Daiku
0308 (0x0134)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0309 (0x0135)	00E72150	00E72C20	80ABC0E0	80ABCBB0	0124	2.7031		ovl_En_Nwc
0310 (0x0136)	00D7B690	00D7BD00	809C2060	809C26D0	0125	1.6093		ovl_En_Blkobj
0311 (0x0137)	00F34C00	00F34D50	80B85FE0	80B86130	0001	0.3281		ovl_Item_Inbox
0312 (0x0138)	00DE7550	00DE97B0	80A30970	80A32BD0	0116	8.5937		ovl_En_Ge1
0313 (0x0139)	00F40080	00F40210	80B91460	80B915F0	0001	0.3906		ovl_Obj_Blockstop
0314 (0x013A)	00EAEE00	00EB0640	80AF8E20	80AFA720	0001	6.0625		ovl_En_Sda
0315 (0x013B)	00D8CBD0	00D959F0	809D35B0	809DEE00	0001	35.531		ovl_En_Clear_Tag
0316 (0x013C)	00E6FCB0	00E71AC0	80AB9C40	80ABBA50	0110	7.5156		ovl_En_Niw_Lady
0317 (0x013D)	00DF42C0	00DF5150	80A3D6E0	80A3E570	00C9	3.6406		ovl_En_Gm
0318 (0x013E)	00E65D90	00E66490	80AAFD20	80AB0420	0127	1.7500		ovl_En_Ms
0319 (0x013F)	00E24F80	00E25B80	80A6E3A0	80A6EFA0	0128	3.0000		ovl_En_Hs
0320 (0x0140)	00C61480	00C618A0	80892740	80892B60	0129	1.0312		ovl_Bg_Ingate
0321 (0x0141)	00E48010	00E4B3C0	80A91FA0	80A95350	012F	12.921		ovl_En_Kanban
0322 (0x0142)	00E0C220	00E0CCB0	80A55640	80A560D0	0097	2.6406		ovl_En_Heishi3
0323 (0x0143)	00EC7780	00EC9930	80B118F0	80B13AA0	0013	8.4218		ovl_En_Syateki_Niw
0324 (0x0144)	00D6E730	00D6F980	809B5100	809B6350	0013	4.5781		ovl_En_Attack_Niw
0325 (0x0145)	00C7AB80	00C7AE40	808ABE80	808AC140	0180	0.6875		ovl_Bg_Spot01_Idosoko
0326 (0x0146)	00EAB540	00EAD7D0	80AF5560	80AF77F0	00BC	8.6406		ovl_En_Sa
0327 (0x0147)	00EEEE40	00EEFC20	80B390F0	80B39ED0	0001	3.4687		ovl_En_Wonder_Talk
0328 (0x0148)	00C47420	00C47990	808786C0	80878C30	0130	1.3593		ovl_Bg_Gjyo_Bridge
0329 (0x0149)	00DB3C20	00DB4820	809FD030	809FDC30	010F	3.0000		ovl_En_Ds
0330 (0x014A)	00E62970	00E637E0	80AAC900	80AAD770	0132	3.6093		ovl_En_Mk
0331 (0x014B)	00D7CC60	00D7E470	809C3630	809C4E40	0160	6.0156		ovl_En_Bom_Bowl_Man
0332 (0x014C)	00D7E470	00D7EE60	809C4E40	809C5830	0001	2.4843		ovl_En_Bom_Bowl_Pit
0333 (0x014D)	00E7FF90	00E83E40	80AC9F20	80ACDDD0	0131	15.671		ovl_En_Owl
0334 (0x014E)	00E35030	00E3E250	80A7E460	80A87680	0002	36.531		ovl_En_Ishi
0335 (0x014F)	00F42480	00F42780	80B93860	80B93B60	0002	0.7500		ovl_Obj_Hana
0336 (0x0150)	00F457C0	00F46E90	80B96BA0	80B98270	012A	5.7031		ovl_Obj_Lightswitch
0337 (0x0151)	00F48B60	00F495F0	80B99F40	80B9A9D0	0001	2.6406		ovl_Obj_Mure2
0338 (0x0152)	00DF5150	00DF9910	80A3E570	80A42D30	00C9	17.937		ovl_En_Go
0339 (0x0153)	00DD4400	00DD5180	80A1D810	80A1E5A0	0133	3.3750		ovl_En_Fu
0340 (0x0154)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0341 (0x0155)	00D8BCB0	00D8CBD0	809D2690	809D35B0	0001	3.7812		ovl_En_Changer
0342 (0x0156)	00C68E70	00C6A180	8089A130	8089B440	00F1	4.7656		ovl_Bg_Jya_Megami
0343 (0x0157)	00C688E0	00C68E70	80899BA0	8089A130	00F1	1.3906		ovl_Bg_Jya_Lift
0344 (0x0158)	00C62420	00C62EE0	808936E0	808941A0	00F1	2.6875		ovl_Bg_Jya_Bigmirror
0345 (0x0159)	00C631E0	00C63EE0	808944A0	808951A0	00F1	3.2500		ovl_Bg_Jya_Bombchuiwa
0346 (0x015A)	00C62000	00C62420	808932C0	808936E0	00F1	1.0312		ovl_Bg_Jya_Amishutter
0347 (0x015B)	00C63EE0	00C64630	808951A0	808958F0	00F1	1.8281		ovl_Bg_Jya_Bombiwa
0348 (0x015C)	00C86410	00C87480	808B7710	808B8780	00AF	4.1093		ovl_Bg_Spot18_Basket
0349 (0x015D)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0350 (0x015E)	00DDEBE0	00DE5D60	80A28000	80A2F180	00E1	28.375		ovl_En_Ganon_Organ
0351 (0x015F)	00EB1AA0	00EB28C0	80AFBB80	80AFC9A0	013A	3.5312		ovl_En_Siofuki
0352 (0x0160)	00EC16B0	00EC1CC0	80B0B7A0	80B0BDB0	013B	1.5156		ovl_En_Stream
0353 (0x0161)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0354 (0x0162)	00E637E0	00E64EC0	80AAD770	80AAEE50	013C	5.7187		ovl_En_Mm
0355 (0x0163)	00E4CE20	00E51010	80A96DB0	80A9AFA0	0001	16.484		ovl_En_Ko
0356 (0x0164)	00E525C0	00E53BB0	80A9C550	80A9DB40	00FF	5.4843		ovl_En_Kz
0357 (0x0165)	00EE6E50	00EE80C0	80B31020	80B32290	0001	4.6093		ovl_En_Weather_Tag
0358 (0x0166)	00C88610	00C88C00	808B9910	808B9F00	00E2	1.4843		ovl_Bg_Sst_Floor
0359 (0x0167)	00D699A0	00D6A750	809B0370	809B1120	00EC	3.4218		ovl_En_Ani
0360 (0x0168)	00DBFA90	00DC1000	80A08EA0	80A0A410	0001	5.3593		ovl_En_Ex_Item
0361 (0x0169)	00C675E0	00C68480	808988A0	80899740	016C	3.6562		ovl_Bg_Jya_Ironobj
0362 (0x016A)	00E3F9E0	00E40370	80A88E10	80A897A0	0144	2.3906		ovl_En_Js
0363 (0x016B)	00E40370	00E451E0	80A897A0	80A8F170	0001	19.609		ovl_En_Jsjutan
0364 (0x016C)	00D984A0	00D99720	809E18B0	809E2B30	0145	4.6250		ovl_En_Cs
0365 (0x016D)	00E602C0	00E62970	80AAA250	80AAC900	00FB	9.6718		ovl_En_Md
0366 (0x016E)	00E26190	00E29BD0	80A6F5B0	80A72FF0	0001	14.562		ovl_En_Hy
0367 (0x016F)	00DDA940	00DDEBE0	80A23D60	80A28000	0001	16.656		ovl_En_Ganon_Mant
0368 (0x0170)	00E747D0	00E74D90	80ABE760	80ABED20	0001	1.4375		ovl_En_Okarina_Effect
0369 (0x0171)	00E59B70	00E5C0C0	80AA3B00	80AA6050	014A	9.3281		ovl_En_Mag
0370 (0x0172)	00D4DC20	00D4E290	809945E0	80994C50	014B	1.6093		ovl_Door_Gerudo
0371 (0x0173)	00D66D30	00D67550	809AD700	809ADF20	0001	2.0312		ovl_Elf_Msg2
0372 (0x0174)	00D36D00	00D3C990	8097D670	80983300	014C	23.140		ovl_Demo_Gt
0373 (0x0175)	00E89B70	00E8D720	80AD3B00	80AD7740	006D	14.921		ovl_En_Po_Field
0374 (0x0176)	00D562E0	00D56F00	8099CCB0	8099D8D0	014D	3.0312		ovl_Efc_Erupc
0375 (0x0177)	00C8F920	00C8FE90	808C0C20	808C1190	0156	1.3593		ovl_Bg_Zg
0376 (0x0178)	00E0CCB0	00E0DDE0	80A560D0	80A57200	0097	4.2968		ovl_En_Heishi4
0377 (0x0179)	00F090B0	00F114B0	80B533B0	80B5B7B0	0060	33.000		ovl_En_Zl3
0378 (0x017A)	00CC80C0	00CD9CA0	808FCF40	80910640	0153	70.968		ovl_Boss_Ganon2
0379 (0x017B)	00E451E0	00E46080	80A8F170	80A90010	0154	3.6562		ovl_En_Kakasi
0380 (0x017C)	00ECD3F0	00ECDDC0	80B17560	80B17F30	0155	2.4531		ovl_En_Takara_Man
0381 (0x017D)	00F47130	00F476C0	80B98510	80B98AA0	0003	1.3906		ovl_Obj_Makeoshihiki
0382 (0x017E)	00F54C80	00F55CF0	80BA6070	80BA70E0	0001	4.1093		ovl_Oceff_Spot
0383 (0x017F)	00F1B420	00F1F6A0	80B65720	80B699A0	0001	16.625		ovl_End_Title
0384 (0x0180)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0385 (0x0181)	00ED3720	00ED3810	80B1D890	80B1D980	0001	0.2343		ovl_En_Torch
0386 (0x0182)	00D26B40	00D2A5E0	8096D4B0	80970F50	015A	14.656		ovl_Demo_Ec
0387 (0x0183)	00F5C8D0	00F5D010	80BADCC0	80BAE400	0001	1.8125		ovl_Shot_Sun
0388 (0x0184)	00DB62E0	00DB6980	809FF6F0	809FFD90	000A	1.6562		ovl_En_Dy_Extra
0389 (0x0185)	00EEFC20	00EF0CC0	80B39ED0	80B3AF70	0001	4.1562		ovl_En_Wonder_Talk2
0390 (0x0186)	00DE97B0	00DEB200	80A32BD0	80A34620	0167	6.5781		ovl_En_Ge2
0391 (0x0187)	00F4BBF0	00F4BE30	80B9CFD0	80B9D210	0001	0.5625		ovl_Obj_Roomtimer
0392 (0x0188)	00EB8180	00EBA7A0	80B02270	80B04890	015E	9.5312		ovl_En_Ssh
0393 (0x0189)	00EBD450	00EC16B0	80B07540	80B0B7A0	0001	16.593		ovl_En_Sth
0394 (0x018A)	00F579A0	00F587C0	80BA8D90	80BA9BB0	0001	3.5312		ovl_Oceff_Wipe
0395 (0x018B)	00F55CF0	00F579A0	80BA70E0	80BA8D90	0001	7.1718		ovl_Oceff_Storm
0396 (0x018C)	00EE80C0	00EE9AE0	80B32290	80B33CB0	0026	6.5312		ovl_En_Weiyer
0397 (0x018D)	00C7D170	00C7D480	808AE470	808AE780	0161	0.7656		ovl_Bg_Spot05_Soko
0398 (0x018E)	00C618A0	00C62000	80892B60	808932C0	00F1	1.8437		ovl_Bg_Jya_1flift
0399 (0x018F)	00C66E00	00C675E0	808980C0	808988A0	016C	1.9687		ovl_Bg_Jya_Haheniron
0400 (0x0190)	00C81C90	00C82120	808B2F90	808B3420	0162	1.1406		ovl_Bg_Spot12_Gate
0401 (0x0191)	00C82120	00C82660	808B3420	808B3960	0162	1.3125		ovl_Bg_Spot12_Saku
0402 (0x0192)	00E0DDE0	00E0F7F0	80A57200	80A58C10	0164	6.5156		ovl_En_Hintnuts
0403 (0x0193)	00E71AC0	00E72150	80ABBA50	80ABC0E0	0001	1.6406		ovl_En_Nutsball
0404 (0x0194)	00C782E0	00C78480	808A95E0	808A9780	0166	0.4062		ovl_Bg_Spot00_Break
0405 (0x0195)	00EB0640	00EB15B0	80AFA720	80AFB690	0168	3.8593		ovl_En_Shopnuts
0406 (0x0196)	00E3E250	00E3E3D0	80A87680	80A87800	0001	0.3750		ovl_En_It
0407 (0x0197)	00DEBEF0	00DF1330	80A35310	80A3A750	0169	21.062		ovl_En_GeldB
0408 (0x0198)	00F587C0	00F5A000	80BA9BB0	80BAB3F0	0001	6.0625		ovl_Oceff_Wipe2
0409 (0x0199)	00F5A000	00F5B820	80BAB3F0	80BACC10	0001	6.0312		ovl_Oceff_Wipe3
0410 (0x019A)	00E6EFF0	00E6FCB0	80AB8F80	80AB9C40	016A	3.1875		ovl_En_Niw_Girl
0411 (0x019B)	00DB1BC0	00DB2DC0	809FAFD0	809FC1D0	016B	4.5000		ovl_En_Dog
0412 (0x019C)	00EB15B0	00EB1AA0	80AFB690	80AFBB80	0024	1.2343		ovl_En_Si
0413 (0x019D)	00C7AE40	00C7B360	808AC140	808AC660	0001	1.2812		ovl_Bg_Spot01_Objects2
0414 (0x019E)	00F40780	00F41040	80B91B60	80B92420	0002	2.1875		ovl_Obj_Comb
0415 (0x019F)	00C80E80	00C814F0	808B2180	808B27F0	016F	1.6093		ovl_Bg_Spot11_Bakudankabe
0416 (0x01A0)	00F445F0	00F44CF0	80B959D0	80B960D0	0170	1.7500		ovl_Obj_Kibako2
0417 (0x01A1)	00DA74D0	00DA86D0	809F08E0	809F1AE0	0001	4.5000		ovl_En_Dnt_Demo
0418 (0x01A2)	00DA86D0	00DA9EB0	809F1AE0	809F32C0	0171	5.9687		ovl_En_Dnt_Jiji
0419 (0x01A3)	00DA9EB0	00DACFB0	809F32C0	809F63C0	0001	12.250		ovl_En_Dnt_Nomal
0420 (0x01A4)	00E06E00	00E07930	80A50220	80A50D50	0111	2.7968		ovl_En_Guest
0421 (0x01A5)	00C3D320	00C3D5A0	8086E550	8086E7D0	0178	0.6250		ovl_Bg_Bom_Guard
0422 (0x01A6)	00E25B80	00E26190	80A6EFA0	80A6F5B0	0128	1.5156		ovl_En_Hs2
0423 (0x01A7)	00D46610	00D47AA0	8098CFD0	8098E460	0179	5.1406		ovl_Demo_Kekkai
0424 (0x01A8)	00C7EFD0	00C7F660	808B02D0	808B0960	0074	1.6406		ovl_Bg_Spot08_Bakudankabe
0425 (0x01A9)	00C858C0	00C86100	808B6BC0	808B7400	00B1	2.0625		ovl_Bg_Spot17_Bakudankabe
0426 (0x01AA)	00000000	00000000	00000000	00000000	0000	0.0000		NULL
0427 (0x01AB)	00F495F0	00F49DA0	80B9A9D0	80B9B180	0001	1.9218		ovl_Obj_Mure3
0428 (0x01AC)	00ECE1F0	00ECE910	80B18360	80B18A80	0182	1.7812		ovl_En_Tg
0429 (0x01AD)	00E66490	00E66E00	80AB0420	80AB0D90	0182	2.3593		ovl_En_Mu
0430 (0x01AE)	00DF9910	00DFFAA0	80A42D30	80A48EC0	00C9	24.390		ovl_En_Go2
0431 (0x01AF)	00EE9AE0	00EEDE90	80B33CB0	80B38060	0183	16.921		ovl_En_Wf
0432 (0x01B0)	00EB28C0	00EB41D0	80AFC9A0	80AFE2B0	0184	6.2656		ovl_En_Skb
0433 (0x01B1)	00D31FC0	00D35F00	80978930	8097C870	0185	15.812		ovl_Demo_Gj
0434 (0x01B2)	00D314D0	00D31FC0	80977E40	80978930	0186	2.7343		ovl_Demo_Geff
0435 (0x01B3)	00C48220	00C48800	808794C0	80879AA0	0179	1.4687		ovl_Bg_Gnd_Firemeiro
0436 (0x01B4)	00C47990	00C48220	80878C30	808794C0	0179	2.1406		ovl_Bg_Gnd_Darkmeiro
0437 (0x01B5)	00C49B10	00C4A400	8087ADC0	8087B6B0	0179	2.2343		ovl_Bg_Gnd_Soulmeiro
0438 (0x01B6)	00C499A0	00C49B10	8087AC50	8087ADC0	0179	0.3593		ovl_Bg_Gnd_Nisekabe
0439 (0x01B7)	00C48800	00C499A0	80879AA0	8087AC50	0179	4.4062		ovl_Bg_Gnd_Iceblock
0440 (0x01B8)	00DE5D60	00DE7550	80A2F180	80A30970	0189	5.9843		ovl_En_Gb
0441 (0x01B9)	00E04F00	00E06E00	80A4E320	80A50220	0188	7.7500		ovl_En_Gs
0442 (0x01BA)	00C6B1B0	00C6C960	8089C480	8089DC30	0059	5.9218		ovl_Bg_Mizu_Bwall
0443 (0x01BB)	00C6DB70	00C6E400	8089EE50	8089F6E0	0059	2.1406		ovl_Bg_Mizu_Shutter
0444 (0x01BC)	00D9AF10	00D9C3C0	809E4320	809E57D0	0122	5.1718		ovl_En_Daiku_Kakariko
0445 (0x01BD)	00C3DF30	00C3E9B0	8086F160	8086FBE0	0178	2.6250		ovl_Bg_Bowl_Wall
0446 (0x01BE)	00EE4C20	00EE5350	80B2EDF0	80B2F520	0001	1.7968		ovl_En_Wall_Tubo
0447 (0x01BF)	00E88D20	00E89B70	80AD2CB0	80AD3B00	006D	3.5781		ovl_En_Po_Desert
0448 (0x01C0)	00D96E30	00D984A0	809E0240	809E18B0	0008	5.6093		ovl_En_Crow
0449 (0x01C1)	00D4E290	00D4F8E0	80994C50	809962A0	018E	5.5781		ovl_Door_Killer
0450 (0x01C2)	00C814F0	00C81C90	808B27F0	808B2F90	016F	1.9062		ovl_Bg_Spot11_Oasis
0451 (0x01C3)	00C87480	00C87610	808B8780	808B8910	00AF	0.3906		ovl_Bg_Spot18_Futa
0452 (0x01C4)	00C880D0	00C88610	808B93D0	808B9910	00AF	1.3125		ovl_Bg_Spot18_Shutter
0453 (0x01C5)	00E58B10	00E59B70	80AA2AA0	80AA3B00	00D0	4.0937		ovl_En_Ma3
0454 (0x01C6)	00D959F0	00D96E30	809DEE00	809E0240	018B	5.0625		ovl_En_Cow
0455 (0x01C7)	00C60C60	00C61480	80891F20	80892740	006B	2.0312		ovl_Bg_Ice_Turara
0456 (0x01C8)	00C60800	00C60C60	80891AC0	80891F20	006B	1.0937		ovl_Bg_Ice_Shutter
0457 (0x01C9)	00E46080	00E46D90	80A90010	80A90D20	0154	3.2656		ovl_En_Kakasi2
0458 (0x01CA)	00E46D90	00E48010	80A90D20	80A91FA0	0154	4.6250		ovl_En_Kakasi3
0459 (0x01CB)	00F5B820	00F5C8D0	80BACC10	80BADCC0	0001	4.1718		ovl_Oceff_Wipe4
0460 (0x01CC)	00DB6980	00DB6B90	809FFD90	809FFFA0	0060	0.5156		ovl_En_Eg
0461 (0x01CD)	00C6B060	00C6B1B0	8089C330	8089C480	004D	0.3281		ovl_Bg_Menkuri_Nisekabe
0462 (0x01CE)	00F15F20	00F186C0	80B60220	80B629C0	00FE	9.9062		ovl_En_Zo
0463 (0x01CF)	00F46E90	00F47130	80B98270	80B98510	0001	0.6562		ovl_Obj_Makekinsuta
0464 (0x01D0)	00DEB200	00DEBEF0	80A34620	80A35310	0169	3.2343		ovl_En_Ge3
0465 (0x01D1)	00F4EBB0	00F4F970	80B9FFA0	80BA0D60	0190	3.4375		ovl_Obj_Timeblock
0466 (0x01D2)	00F41BB0	00F42480	80B92F90	80B93860	0002	2.2031		ovl_Obj_Hamishi
0467 (0x01D3)	00F114B0	00F15F20	80B5B7B0	80B60220	0191	18.609		ovl_En_Zl4
0468 (0x01D4)	00E64EC0	00E65D90	80AAEE50	80AAFD20	013C	3.7031		ovl_En_Mm2
0469 (0x01D5)	00C62EE0	00C631E0	808941A0	808944A0	0003	0.7500		ovl_Bg_Jya_Block
0470 (0x01D6)	00F50A00	00F516B0	80BA1DF0	80BA2AA0	0190	3.1718		ovl_Obj_Warp2block
